Title,Description,category,combined_text
"Generate modifiers for a keyword using dependency parsing, NLP","<p>I have a dataframe containing reviews of a particular product with the columns month and review. I want perform a type of text analysis on the review column, whereby you can query the for a particular keyword and it will return a list of modifiers for that keyword.</p>
<pre><code>df = pd.DataFrame({'month': ['Jan', 'Feb', 'Mar', 'Apr', 'Apr'],
                   'review': ['there should be 'share' button on each item. right now when my wife wants me to buy her something, she has to dictate the item id which is horrendous.', 'always nice but high prices', 'this app currently needs more than 3 gigs of space on my phone. that is ridiculous. guess it has to go. /edit cool, trying again, thanks for the answer.', 'impossible to login in the app, is there any way to get the barcode of the card? if i click the link in the email for the card print thingy it just shows a broken image.', 'i cannot change my location and language preference'],
                   'sentiment': [&quot;positive&quot;, &quot;negative&quot;, &quot;positive&quot;, &quot;negative&quot;, &quot;neutral&quot;]})
</code></pre>
<p>For example, say the reviews dataset is from the hospitality industry, and performed sentiment analysis. Upon checking the most frequent words in the positive and negative reviews, you got this.</p>
<p><strong>Positive</strong>: hotel, location, staff, view, room, breakfast</p>
<p><strong>Negative</strong>: hotel, staff, room, breakfast, window, bed, Wi-Fi</p>
<p>You wanted to go deeper into the analysis and uncover exactly what it was about these objects that were – or were not – working as expected by customers. For example, why were windows such a prominent aspect of negative reviews?</p>
<p>So, you  set out to create a syntactic dependency tree, which connects all terms in the input text according to their syntactic relation. Then, you queried this tree to pinpoint precisely what it was about a given keyword (for example, &quot;room&quot; or &quot;location&quot;) that customers did or did not especially like (<strong>this is where I need help, I don't know how to implement this in code</strong>)</p>
<p>I want a resulting list of modifiers so I can create word clouds to visualize the frequency of each modifier for the given keyword, such as the word cloud below, for the keyword &quot;room&quot;:</p>
<p><a href=""https://i.sstatic.net/izB1F.jpg"" rel=""nofollow noreferrer"">enter image description here</a></p>
<p>Honestly I don't even know where to start, I'm currently working with spaCy's dependency parsing to see how it works and what it returns. So while I do that, I also seek help from here.</p>
",Parsing & POS Tagging,generate modifier keyword using dependency parsing nlp dataframe containing review particular product column month review want perform type text analysis review column whereby query particular keyword return list modifier keyword example say review dataset hospitality industry performed sentiment analysis upon checking frequent word positive negative review got positive hotel location staff view room breakfast negative hotel staff room breakfast window bed wi fi wanted go deeper analysis uncover exactly wa object working expected customer example window prominent aspect negative review set create syntactic dependency tree connects term input text according syntactic relation queried tree pinpoint precisely wa given keyword example room location customer especially like need help know implement code want resulting list modifier create word cloud visualize frequency modifier given keyword word cloud keyword room enter image description honestly even know start currently working spacy dependency parsing see work return also seek help
How to extract noun-based compound words from a sentence using Python?,"<p>I'm using <code>nltk</code> via the following code to extract nouns from a sentence:</p>
<pre class=""lang-py prettyprint-override""><code>words = nltk.word_tokenize(sentence)
tags = nltk.pos_tag(words)
</code></pre>
<p>And then I choose the words tagged with the <code>NN</code> and <code>NNP</code> Part of Speech (PoS) tags. However, it only extracts single nouns like &quot;book&quot; and &quot;table&quot;, yet ignores the pair of nouns like &quot;basketball shoe&quot;. What should I do to expand the results to contain such compond noun pairs?</p>
",Parsing & POS Tagging,extract noun based compound word sentence using python using via following code extract noun sentence choose word tagged part speech po tag however extract single noun like book table yet ignores pair noun like basketball shoe expand result contain compond noun pair
Python - Loop to replace elements in string with second element of elements in second string?,"<p>I am trying to replace elements that are in one string with the second element (also string type) of elements in a second string.</p>
<p><code>a_list</code> and <code>replace</code> are short versions of the lists that I am working with. I want to replace the elements in the first list <code>a_list</code> with the first elements of each list in the second list, if the second element (POS tags) of each list in the second list matches and then check the rest of the list.</p>
<p>Here is an example part of the lists that I am working with and my not working function:</p>
<pre><code>a_list = [&quot;JJ&quot;,&quot;MM&quot;,&quot;JJ&quot;]

replace = [['Innovative', 'JJ'],['methods', 'NNS'],['test', 'MM'],['extra', 'JJ']]

new_list = []

for item in a_list:
    if a_list[i] == replace[i][1]:
        new_list.append(item.replace(replace[i][1], replace[i][0]))
        
    else:
        new_list.append(item)

print(new_list)  

['JJ', 'MM', 'JJ']
</code></pre>
<p>what I want: <code>['Innovative', &quot;test&quot;, &quot;extra&quot;]</code></p>
<p>a_list, a_list[1], replace, replace[1], and replace[1][1] are all strings. They were tuples but those were harder for me to work with.</p>
<p>Not sure how to remove that specific string after it was used to replace and not sure how to iterate over both strings. <code>replace</code> is a lot longer than <code>a_list</code>. I have been working on this for a couple of hours now I'm sure there is something that can do this - just need help, it seems so close! There are many similar questions but I have tried and they have not worked for me</p>
<p>Thank you!</p>
",Parsing & POS Tagging,python loop replace element string second element element second string trying replace element one string second element also string type element second string short version list working want replace element first list first element list second list second element po tag list second list match check rest list example part list working working function want list list replace replace replace string tuples harder work sure remove specific string wa used replace sure iterate string lot longer working couple hour sure something need help seems close many similar question tried worked thank
Extracting noun+noun or (adj|noun)+noun from Text,"<p>Is it possible to extract <code>noun+noun</code> or <code>(adj|noun)+noun</code> using the R package <code>openNLP</code>? That is, I would like to use linguistic filtering to extract candidate noun phrases. Could you direct me how to do?
Many thanks.</p>
<hr />
<p>Thanks for the responses.
here is the code:</p>
<pre><code>library(&quot;openNLP&quot;)

acq &lt;- &quot;Gulf Applied Technologies Inc said it sold its subsidiaries engaged in
        pipeline and terminal operations for 12.2 mln dlrs. The company said 
        the sale is subject to certain post closing adjustments, 
        which it did not explain. Reuter.&quot; 

acqTag &lt;- tagPOS(acq)    
acqTagSplit = strsplit(acqTag,&quot; &quot;)
acqTagSplit

qq = 0
tag = 0

for (i in 1:length(acqTagSplit[[1]])){
    qq[i] &lt;-strsplit(acqTagSplit[[1]][i],'/')
    tag[i] = qq[i][[1]][2]
}

index = 0

k = 0

for (i in 1:(length(acqTagSplit[[1]])-1)) {
    
    if ((tag[i] == &quot;NN&quot; &amp;&amp; tag[i+1] == &quot;NN&quot;) | 
        (tag[i] == &quot;NNS&quot; &amp;&amp; tag[i+1] == &quot;NNS&quot;) | 
        (tag[i] == &quot;NNS&quot; &amp;&amp; tag[i+1] == &quot;NN&quot;) | 
        (tag[i] == &quot;NN&quot; &amp;&amp; tag[i+1] == &quot;NNS&quot;) | 
        (tag[i] == &quot;JJ&quot; &amp;&amp; tag[i+1] == &quot;NN&quot;) | 
        (tag[i] == &quot;JJ&quot; &amp;&amp; tag[i+1] == &quot;NNS&quot;))
    {      
            k = k +1
            index[k] = i
    }

}

index
</code></pre>
<hr />
<p>Reader can refer <strong>index</strong> on <strong>acqTagSplit</strong> to do <code>noun+noun</code> or <code>(adj|noun)+noun</code> extraction. (The code is not optimal, but it works. If you have any idea, please let me know.)</p>
<p>I have an additional problem:</p>
<p>Justeson and Katz (1995) proposed another linguistic filtering to extract candidate noun phrases:</p>
<pre class=""lang-none prettyprint-override""><code>((Adj|Noun)+|((Adj|Noun)*(Noun-Prep)?)(Adj|Noun)*)Noun
</code></pre>
<p>I cannot understand its meaning well. Could you do me a favor and explain it? Or show how to code the filtering rule in the R language?
Many thanks.</p>
",Parsing & POS Tagging,extracting noun noun adj noun noun text possible extract using r package would like use linguistic filtering extract candidate noun phrase could direct many thanks thanks response code reader refer index acqtagsplit extraction code optimal work idea please let know additional problem justeson katz proposed another linguistic filtering extract candidate noun phrase understand meaning well could favor explain show code filtering rule r language many thanks
"Extracting &quot;((Adj|Noun)+|((Adj|Noun)(Noun-Prep)?)(Adj|Noun))Noun&quot; from Text (Justeson &amp; Katz, 1995)","<p>Is it possible to extract <code>((Adj|Noun)+|((Adj|Noun)(Noun-Prep)?)(Adj|Noun))Noun</code> proposed by Justeson and Katz (1995) using the R package <code>openNLP</code>?</p>
<p>That is, I would like to use this linguistic filtering to extract candidate noun phrases.</p>
<p>I cannot understand its meaning well.</p>
<p>Could you do me a favor to explain it? Or show how to code the filtering rule in the R language?</p>
<p>Many thanks.</p>
<h2>Maybe we can start the sample code from:</h2>
<pre><code>library(&quot;openNLP&quot;)  

acq &lt;- &quot;This paper describes a novel optical thread plug
gauge (OTPG) for internal thread inspection using machine
vision. The OTPG is composed of a rigid industrial
endoscope, a charge-coupled device camera, and a two
degree-of-freedom motion control unit. A sequence of
partial wall images of an internal thread are retrieved and
reconstructed into a 2D unwrapped image. Then, a digital
image processing and classification procedure is used to
normalize, segment, and determine the quality of the
internal thread.&quot; 

acqTag &lt;- tagPOS(acq)     

acqTagSplit = strsplit(acqTag,&quot; &quot;)
</code></pre>
<p>I was told to open a new question for this. The original question is <a href=""https://stackoverflow.com/questions/4600612/extracting-nounnoun-or-adjnounnoun-from-text"">here</a>.</p>
",Parsing & POS Tagging,extracting adj noun adj noun noun prep adj noun noun text justeson katz possible extract proposed justeson katz using r package would like use linguistic filtering extract candidate noun phrase understand meaning well could favor explain show code filtering rule r language many thanks maybe start sample code wa told open new question original question href
How to extract only the desired text using for loop,"<p>So I have list of Tibetan words with their POS tag as shown below:</p>
<pre><code>ད་གདོད DET
ད་གཟོད PART
ད་ཏྲིག NO_POS
ད་དུང PART
ད་དྲག NOUN
</code></pre>
<p>How can I strip out these POS tags and output only the below:</p>
<pre><code>ད་གདོད
ད་གཟོད
ད་ཏྲིག 
ད་དུང 
ད་དྲག 
</code></pre>
",Parsing & POS Tagging,extract desired text using loop list tibetan word po tag shown strip po tag output
Change tokenizer when loading Dependency Parsing model from AllenNLP,"<p>I am using a pretrained dependency parsing model from AllenNLP, namely <a href=""https://demo.allennlp.org/dependency-parsing"" rel=""nofollow noreferrer"">this one</a>.</p>
<p>I have the sentence <code>How do I find work-life balance?</code>, and when extracting the dependency graph, the tokenizer used by the AllenNLP model splits the sentence as <code>['How', 'do', 'I', 'find', 'work', '-', 'life', 'balance', '?']</code>. However, I would prefer to split the sentence as <code>['How', 'do', 'I', 'find', 'work-life', 'balance', '?']</code> (notice <code>work-life</code> as a single word) as given by the function <code>word_tokenize</code> from NLTK.</p>
<p>Is there a way to change the tokenizer used by the pretrained model? Was the model trained using a tokenizer that always splits the hyphenated words? I cannot find the answers in the official documentation. Thanks in advance for any help you can provide.</p>
",Parsing & POS Tagging,change tokenizer loading dependency parsing model allennlp using pretrained dependency parsing model allennlp namely one sentence extracting dependency graph tokenizer used allennlp model split sentence however would prefer split sentence notice single word given function nltk way change tokenizer used pretrained model wa model trained using tokenizer always split hyphenated word find answer official documentation thanks advance help provide
Finding Tense of A sentence using stanford nlp,"<p>Q1.I am trying to get tense of a complete sentence,just don't know how to do it using nlp.
Any help appreciated.</p>

<p>Q2 .What all information can be extracted from a sentence using nlp?</p>

<p>Currently I can,
I get : 1.Voice of sentence
        2.subject object verb
        3.POS tags.</p>

<p>Any more info can be extracted please let me know.</p>
",Parsing & POS Tagging,finding tense sentence using stanford nlp q trying get tense complete sentence know using nlp help appreciated q information extracted sentence using nlp currently get voice sentence subject object verb po tag info extracted please let know
spaCy token.tag_ full list,"<p>The official documentation of <a href=""https://spacy.io/docs#token-postags"" rel=""noreferrer""><code>token.tag_</code></a> in <code>spaCy</code> is as follows:</p>

<blockquote>
  <p>A fine-grained, more detailed tag that represents the word-class and some basic morphological information for the token. These tags are primarily designed to be good features for subsequent models, particularly the syntactic parser. They are language and treebank dependent. The tagger is trained to predict these fine-grained tags, and then a mapping table is used to reduce them to the coarse-grained  .pos tags.</p>
</blockquote>

<p>But it doesn't list the full available tags and each tag's explanation. Where can I find it?</p>
",Parsing & POS Tagging,spacy token tag full list official documentation follows fine grained detailed tag represents word class basic morphological information token tag primarily designed good feature subsequent model particularly syntactic parser language treebank dependent tagger trained predict fine grained tag mapping table used reduce coarse grained po tag list full available tag tag explanation find
Retrieve a list of model-specific POS tags using spaCy,"<p>I am looking for a way to get a list of <strong>all possibly usable POS tags for a specific language</strong> model in spaCy.</p>
<p>In <a href=""https://stackoverflow.com/a/60303305/11583484"">an answer to another question, spaCy's <code>TAG_MAP</code> has been referenced to</a>, but I am not sure how to access this. The documentation of spaCy says that <a href=""https://spacy.io/usage/v3#incompat"" rel=""nofollow noreferrer"">this attribute has been replaced</a>. Since spaCy only uses a specific subset of all POS tags for a specific language, I would like to retrieve a list of all POS tags that are currently used with the initialized language model.</p>
<p>I did currently just set up a model this way:</p>
<pre class=""lang-py prettyprint-override""><code>import spacy

tagger = spacy.load(&quot;de_dep_news_trf&quot;)

# TODO print(pos_tags)
</code></pre>
<p>Now, how do I print a list of all possible pos tags for this model?</p>
",Parsing & POS Tagging,retrieve list model specific po tag using spacy looking way get list possibly usable po tag specific language model spacy attribute ha replaced since spacy us specific subset po tag specific language would like retrieve list po tag currently used initialized language model currently set model way print list possible po tag model
Spacy Span as_doc() Loses Components from Original Doc (Benepar),"<p>I have a string with a few sentences in it. I want to get the constituency parse for each of those sentences. I am doing this by doing a nlp parse of the full string to get the spacy <code>Doc</code>, then looping through the <code>doc.sents</code> and converting the Spans to Docs with <code>span.as_doc()</code>. However it looks like when I convert the Spans back to the Docs not all of the original data is preserved. Specifically, the benepar constituency parse is no longer there.</p>
<pre class=""lang-py prettyprint-override""><code>import spacy
import benepar

nlp = spacy.load(&quot;en_core_sci_md&quot;, disable=[&quot;ner&quot;, &quot;lemmatizer&quot;, &quot;textcat&quot;])
nlp.add_pipe('benepar', config={'model': BENEPAR_DIR})
nlp_test1 = nlp('The quick brown fox jumps over the lazy dog')
print(list(nlp_test1.sents)[0]._.parse_string) # Uses benepar (works)

nlp_test2 = list(nlp_test1.sents)[0].as_doc()
print(list(nlp_test2.sents)[0]._.parse_string) # No constituency parse found (no benepar)

nlp_test3 = list(nlp_test.sents)[0].as_doc(array_head=nlp_test._get_array_attrs())
print(list(nlp_test3.sents)[0]._.parse_string) # Doesn't work either
</code></pre>
<p>How do I convert a <code>Span</code> into a <code>Doc</code> while keeping the benepar constituency parse data? Or is this not possible and benepar only parses the first of the <code>doc.sents</code>?</p>
",Parsing & POS Tagging,spacy span doc loses component original doc benepar string sentence want get constituency parse sentence nlp parse full string get spacy looping converting span doc however look like convert span back doc original data preserved specifically benepar constituency parse longer convert keeping benepar constituency parse data possible benepar par first
How to extract dependency relations (dependency grammer) between POS tags?,"<p>Currently, I am working on a project and need some ideas to solve it.
I am thinking of implementing a dependency relation extractor by myself, so it can show if there is a dependency relation between two POS tags. In previous steps, I have implemented a technique using word co-occurrence to group words based on their syntactic roles. For example, Nouns are gathered in the same group and are labeled with 1, or verbs are grouped in group 2 and their label is 2, adverbs are in Group 3, etc.</p>
<p>In reality, there is a dependency relation between noun and verbs, or between verbs and adverbs, or dependency between noun and adjective, but there is not any dependency between noun and adverb or between verb and adjective.</p>
<p>So I want to use POS-tags Co-Occurrences or any other technique to show that there is a dependency relation between Group 1 and Group 2 (between noun group and verb group) and do the same to the other groups. In other words, I am not trying to construct a dependency tree between words, I am trying to just study between which of the detected syntactic groups there are dependency relations.</p>
<p>I would be so thankful if you give my mind to starting this project.</p>
",Parsing & POS Tagging,extract dependency relation dependency grammer po tag currently working project need idea solve thinking implementing dependency relation extractor show dependency relation two po tag previous step implemented technique using word co occurrence group word based syntactic role example noun gathered group labeled verb grouped group label adverb group etc reality dependency relation noun verb verb adverb dependency noun adjective dependency noun adverb verb adjective want use po tag co occurrence technique show dependency relation group group noun group verb group group word trying construct dependency tree word trying study detected syntactic group dependency relation would thankful give mind starting project
How to remove POS-tag &#39;VERBS&#39; from dataframe,"<p>I have imported an Excel file as Pandas Dataframe. This file consists of &gt;4000 rows (documents) and 12 columns. I extracted the column 'Text' for NLP.</p>
<p>The text in the column 'Text' is in Dutch. I'm using a Spacy model for Dutch language 'nl_core_news_lg'</p>
<pre><code>import spacy 
import pandas as pd

spacy.load('nl_core_news_lg')
import nl_core_news_lg
nlp = nl_core_news_lg.load()

df = pd.read_excel (*file path*)
text_article = (df['Text'])
</code></pre>
<p>I have preprocessed df['Text'']. I've removed digits and interpunction, and converted the text to all lower case. Resulting in the following variable: text_article['lower']</p>
<p>Next, I've tokenized the text.</p>
<pre><code>def tokenization(text):
    tokens = re.split('W+',text)
    return tokens

text_article['tokens'] = text_article['lower'].apply(lambda x: nlp.tokenizer(x)) 
</code></pre>
<p>I now want to add Part-Of-Speech (POS) tags to every token. Hereafter, I want to remove all tokens with the POS-tag 'VERB'.</p>
<p>I've tried the following code.</p>
<pre><code>text_article['final'] = text_article['tokens'].apply(lambda text: &quot; &quot;.join(token.lemma_ for token in nlp(text) if not token.is_stop or token.pos_ == 'VERB'))
</code></pre>
<p>This code does not produce an error. But when I print a document as an example (e.g. doc 42) the text still includes verbs.</p>
<pre><code>print(text_article['final'][42])
</code></pre>
<p>I'm running out of ideas here and really hope somebody can help me out! Thanks in advance.</p>
",Parsing & POS Tagging,remove po tag verb dataframe imported excel file panda dataframe file consists row document column extracted column text nlp text column text dutch using spacy model dutch language nl core news lg preprocessed df text removed digit interpunction converted text lower case resulting following variable text article lower next tokenized text want add part speech po tag every token hereafter want remove token po tag verb tried following code code doe produce error print document example e g doc text still includes verb running idea really hope somebody help thanks advance
SpaCy doc.similarity limitations,"<p>I'm building an information retrieval tool that receives an user's request and returns the most similar label in the corpus.</p>
<p>With Spacy's vanilla similarity, I have the following limitation :</p>
<pre><code>request = nlp(&quot;cute cat&quot;)

label1 = nlp(&quot;cute dog&quot;)
label2 = nlp(&quot;lovable cat&quot;)

print(request.similarity(label1))
print(request.similarity(label2))

# Returns 
# 0.9046133562567831
# 0.8776915657921017
</code></pre>
<p>In this case I would like cat label to have a higher similarity because the request is about a (cute/lovable/...) cat.
Also, &quot;ugly cat&quot; should have a lower score then &quot;cute dog&quot;.</p>
<p>I'm thinking of overwriting Spacy's similarity so doc.similarity will be a weighted sum of similarity between nouns and similarity between adjectives. The first one will have a higher weight.</p>
<p><strong>Do you think it would be a good idea ? Do you know better ways or tools for this ?</strong></p>
<p>Also, labels are not that simple. I'm thinking of dependency parsing to handle labels as &quot;cute dog in a garden&quot; (I'm inventing them). Here <em>dog</em> and <em>garden</em> are nouns but <em>dog</em> is the 'main' one.</p>
",Parsing & POS Tagging,spacy doc similarity limitation building information retrieval tool receives user request return similar label corpus spacy vanilla similarity following limitation case would like cat label higher similarity request cute lovable cat also ugly cat lower score cute dog thinking overwriting spacy similarity doc similarity weighted sum similarity noun similarity adjective first one higher weight think would good idea know better way tool also label simple thinking dependency parsing handle label cute dog garden inventing dog garden noun dog main one
"How to show token.text &quot;[wants,pizza]&quot; according arrow in SPACY Dependency Parser with Python?","<p>Other case I have try successfully, based on SPACY dependency parser, word 'pizza' is &quot;dobj&quot; and link to word 'cola' as 'conj'. But, I don't know how to show text '[wants,pizza]' ?</p>
<pre><code>import deplacy
import spacy
nlp = spacy.load('en_core_web_sm')

text='John said &quot;He wants a pizza and cola&quot;'
doc = nlp(text)

deplacy.render(doc)

for token in doc:
    if token.dep_=='dobj':
        dobj=[token.text]
        conj=[t.text for t in token.conjuncts]
    dobj_conj=dobj+conj
print(dobj_conj)
</code></pre>
<p><a href=""https://i.sstatic.net/h75fM.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/h75fM.png"" alt=""enter image description here"" /></a></p>
",Parsing & POS Tagging,show token text want pizza according arrow spacy dependency parser python case try successfully based spacy dependency parser word pizza dobj link word cola conj know show text want pizza
Merge tokens based on preceeding POS tags,"<p>I would like to implement some text manipulation as a pre-processing to keyphrases extraction. Look at the below example:</p>
<pre><code>import spacy
text = &quot;conversion of existing underground gas storage facilities into storage facilities dedicated to hydrogen-storage&quot;

nlp = spacy.load(&quot;en_core_web_sm&quot;)
doc = nlp(text)

for token in doc:
    print(f'{token.text:{8}} {token.pos_:{6}} {token.tag_:{6}} {token.dep_:{6}} {spacy.explain(token.pos_):{20}} {spacy.explain(token.tag_)}')
</code></pre>
<p>result:</p>
<pre><code>conversion NOUN   NN     ROOT   noun                 noun, singular or mass
of       ADP    IN     prep   adposition           conjunction, subordinating or preposition
existing VERB   VBG    amod   verb                 verb, gerund or present participle
underground ADJ    JJ     amod   adjective            adjective (English), other noun-modifier (Chinese)
gas      NOUN   NN     compound noun                 noun, singular or mass
storage  NOUN   NN     compound noun                 noun, singular or mass
facilities NOUN   NNS    pobj   noun                 noun, plural
into     ADP    IN     prep   adposition           conjunction, subordinating or preposition
storage  NOUN   NN     compound noun                 noun, singular or mass
facilities NOUN   NNS    pobj   noun                 noun, plural
dedicated VERB   VBN    acl    verb                 verb, past participle
to       ADP    IN     prep   adposition           conjunction, subordinating or preposition
hydrogen NOUN   NN     compound noun                 noun, singular or mass
-        PUNCT  HYPH   punct  punctuation          punctuation mark, hyphen
storage  NOUN   NN     pobj   noun                 noun, singular or mass
</code></pre>
<p>I would like to recognize when a given word (for example storage) is preceeded by a NOUN (like in the case of gas storage) in order to replace the space characted with an hyphen (as already done in hydrogen-storage), but I don't want to change the space character when my word is preceeded by a POS element that is not NOUN (example: into storage).</p>
<p>Expected output: &quot;conversion of existing underground <em>gas-storage</em> facilities into storage facilities dedicated to hydrogen-storage&quot;</p>
<p>Is there an efficient way to do this?</p>
<p>Thank you in advance for any help</p>
",Parsing & POS Tagging,merge token based preceeding po tag would like implement text manipulation pre processing keyphrases extraction look example result would like recognize given word example storage preceeded noun like case gas storage order replace space characted hyphen already done hydrogen storage want change space character word preceeded po element noun example storage expected output conversion existing underground gas storage facility storage facility dedicated hydrogen storage efficient way thank advance help
How to identify abstract and concrete sentences using python NLP tools?,"<p>How to identify if a sentence quantifies something in concrete or abstract terms using tools like spacy, nltk, or any other NLP tools available in python.</p>
<p>How do I approach this problem? Are there any pre-trained classifiers that can serve this requirement? Is there a way to use the POS tags and other methods to achieve this?</p>
<p>This is a pretty simple classification problem, but I could not find any previous work on this by searching on google, kaggle, and StackOverflow. Please share your valuable comments, suggestions, or references on this topic.</p>
<pre><code>Example:

We got a ton of earnings reports last week (concrete)
Life is full of learnings (abstract)
We had a terrific quarter, and our earnings per share were over 7 percent (concrete)
We strive to achieve results, and that is our goal, our motto (abstract)
</code></pre>
",Parsing & POS Tagging,identify abstract concrete sentence using python nlp tool identify sentence quantifies something concrete abstract term using tool like spacy nltk nlp tool available python approach problem pre trained classifier serve requirement way use po tag method achieve pretty simple classification problem could find previous work searching google kaggle stackoverflow please share valuable comment suggestion reference topic
Iterate over spacy tokens and extract the BILOU tags,"<p>How should I annotate the following sentence with BILOU tags?</p>
<p>I have a function called <code>get_dataset2</code> what this function do is it will give the tokens, POS tags and BILOU tags but the things is that am stuck at BILOU tags.</p>
<p>Function:</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-html lang-html prettyprint-override""><code>def get_dataset2(sent):
  head_entity = """"
  candidate_entity = """"

  prv_tok_dep = """"    
  prv_tok_text = """"  

  prefix = """"
  words_ = []
  label_ = []
  tags_ = []

  doc = nlp(sent) 
  
  for tok in doc:
      words_.append(tok.text)
      label_.append(tok.pos_)

      if(tok.text=='JUDGMENT'):
          tags_.append('O')
          next_token1 = doc[tok.i+1]
          #next_tok_loc1 = tok.i+1
          next_token2 = doc[tok.i+2]
          #next_tok_loc2 = tok.i+2

      if(tok.text==next_token1 and (next_token2.pos_=='PUNCT' or next_token2.pos_=='NUM')):
          tags_.append('U-Parties')


      #if(next_token1.pos_=='PROPN' and next_token2.pos_=='PROPN'):
          #tags_.append('U-Parties')

      else:
          tags_.append('O')    

  return (pd.DataFrame({'Token': words_, 'POS': label_,'Tags': tags_}))</code></pre>
</div>
</div>
</p>
<p>Problem: <code>get_dataset2('JUDGMENT Gajendragadkar, J. 1.')</code> when i pass this sentence to that function then it will successfully extract the tokens and POS but not the BILOU tags.</p>
<p>It should be like :</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-html lang-html prettyprint-override""><code>Tokens         POS       BILOU Tags
JUDGMENT       PROPN     O
Gajendragadkar PROPN     U-Parties
,              PUNCT     O</code></pre>
</div>
</div>
</p>
<p>I wan to iterate over tokens like after JUDGMENT I want to identify the second and third token and then I will assign the BILOU tags if it is single then U-parties.</p>
<p>Thanks!</p>
",Parsing & POS Tagging,iterate spacy token extract bilou tag annotate following sentence bilou tag function called function give token po tag bilou tag thing stuck bilou tag function problem pas sentence function successfully extract token po bilou tag like wan iterate token like judgment want identify second third token assign bilou tag single u party thanks
Question about natural language processing,"<p>I am working on a graduation project related to &quot;Aspect extraction (AE)&quot;.</p>
<p>I'm pretty confused about POS taging, syntax tree, grammar rules, and other low-level NLP stuff. I need a reference that teaches me these things in detail, so if any of you know I hope you don't mind me?</p>
<p>I know my question is not about programming directly and this may not agree with the site, but I really need to.</p>
",Parsing & POS Tagging,question natural language processing working graduation project related aspect extraction ae pretty confused po taging syntax tree grammar rule low level nlp stuff need reference teach thing detail know hope mind know question programming directly may agree site really need
What&#39;s the most convenient way to analyze a sentence phrases and structure using NLTK or SpaCy?,"<p><a href=""https://i.sstatic.net/fuZ3G.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/fuZ3G.png"" alt=""enter image description here"" /></a></p>
<p>What's the most convenient way to analyze a sentence phrases and structure using NLTK or SpaCy?
The main goal is to get a well organized and clean data in order to apply some inferential statistics on it.</p>
<p>Here is a simple example of what I need, as shown in the tree above:</p>
<li>NP which is a Noun Phrase
<li>VP, a Verb Phrase
<li>ADJP, Adjective Phrase 
<li>-, a coordinating conjunction, implying that it is a compound sentence
<li>PP, a Prepositional Phrase
",Parsing & POS Tagging,convenient way analyze sentence phrase structure using nltk spacy convenient way analyze sentence phrase structure using nltk spacy main goal get well organized clean data order apply inferential statistic simple example need shown tree np noun phrase vp verb phrase adjp adjective phrase coordinating conjunction implying compound sentence pp prepositional phrase
How to exclude sentences from Spacy results if it contains a token with a specific dep_?,"<p>I would like to negative filter Spacy results. Actually, I would like to get sentences includes only 'pobj' but not 'dobj' in dependency parsing. However, since sentences with 'dobj' are likely to included 'pobj' but not vice versa, Spacy lists also sentences with 'dobj' included.</p>
<p>For instance;</p>
<p><em>'He pushed the book off the shelf'</em>:</p>
<pre><code>He nsubj
pushed ROOT
the det
book dobj
off prep
the det
shelf pobj
</code></pre>
<p>'<em>The book fell off the table</em>'</p>
<pre><code>The det
book nsubj
fell ROOT
off prep
the det
table pobj
</code></pre>
<p>In both sentence, <code>prep</code> is the immediate head of <code>pobj</code>, therefore;</p>
<pre><code>doc = nlp('He pushed the book off the shelf.The book fell off the table')
for t in doc:
     if t.dep_ == 'pobj': 
         print(t.sent)
     
</code></pre>
<p>would give me the both sentences in return. How can I negative filter correctly to not to list sentences including both '<code>dobj</code>' and '<code>pobj</code>' but to list sentence only '<code>pobj</code>' included</p>
",Parsing & POS Tagging,exclude sentence spacy result contains token specific dep would like negative filter spacy result actually would like get sentence includes pobj dobj dependency parsing however since sentence dobj likely included pobj vice versa spacy list also sentence dobj included instance pushed book shelf book fell table sentence immediate head therefore would give sentence return negative filter correctly list sentence including list sentence included
Finding most common adjective in text (part of speech tagging),"<p>I have a dataset where i'm trying to find the most common adjective/verb/noun, I already used NLTK to tag the word, so now my dataframe is looking like this:</p>
<div class=""s-table-container"">
<table class=""s-table"">
<thead>
<tr>
<th>Index</th>
<th>POS</th>
</tr>
</thead>
<tbody>
<tr>
<td>0</td>
<td>[('the', 'DT'),('quality', 'NN'),('of', 'IN'),('food', 'NN'),('was', 'VBD'),('poor', 'JJ')]</td>
</tr>
<tr>
<td>1</td>
<td>[('good', 'JJ'), ('food', 'NN'), ('for', 'IN'), ('the', 'DT'), ('price', 'NN')]</td>
</tr>
</tbody>
</table>
</div>
<p>Now how do i find what word is most commonly used as adjective for example</p>
",Parsing & POS Tagging,finding common adjective text part speech tagging dataset trying find common adjective verb noun already used nltk tag word dataframe looking like index po dt quality nn food nn wa vbd poor jj good jj food nn dt price nn find word commonly used adjective example
